VENTAS_NETAS,CANTIDAD_TOTAL,NUMERO_FACTURAS,ULTIMA_COMPRA,DIAS_DESDE_ULTIMA_COMPRA,PUNTAJE_MONETARIO,PUNTAJE_FRECUENCIA,PUNTAJE_RECENCIA,PUNTAJE_RFM,CLASIFICACION,NOMCLI,CADENA
4690.6264,802.0,54,2024-09-30,0,2,3,5,10,Cliente Leal,Farmacia Cristina Sanar,GRUPO Caminar Poema
12218.2756,3071.0,82,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Cristina Sanar,GRUPO Caminar Poema
20443.2582,4798.0,131,2025-03-28,3,4,4,3,11,Cliente Regular,Farmacia Cristina Sanar,GRUPO Caminar Poema
19996.3076,7052.0,115,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Cristina Sanar,GRUPO Caminar Poema
27522.65,9461.0,165,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Cristina Sanar,GRUPO Caminar Poema
24702.4802,8594.0,172,2025-12-28,3,4,5,3,12,Cliente Regular,Farmacia Cristina Sanar,GRUPO Caminar Poema
4194.3566,879.0,67,2023-03-31,0,2,3,5,10,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
6571.269,1412.0,100,2023-06-30,0,3,4,5,12,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
8072.9785,1674.0,138,2023-09-30,0,3,4,5,12,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
6828.7085,1516.0,138,2023-12-29,2,3,4,4,11,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
12019.2238,2754.0,219,2024-03-31,0,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
17639.8037,3424.0,246,2024-06-28,2,4,5,4,13,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
17420.5947,3672.0,237,2024-09-30,0,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
18565.3222,2973.0,211,2024-12-30,1,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
11808.6224,2463.0,192,2025-03-31,0,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
12285.0345,2211.0,197,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
12076.9509,1875.0,206,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
11826.6405,1682.0,168,2025-12-30,1,4,5,5,14,Cliente Leal,Farmacia Alicia Alivio,(Ninguna)
7582.5891,2068.0,88,2023-03-31,0,3,4,5,12,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
11699.0956,2299.0,85,2023-06-30,0,4,4,5,13,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
14113.8794,2884.0,90,2023-09-28,2,4,4,4,12,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
6766.7287,2457.0,40,2023-12-30,1,3,2,5,10,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
22263.0182,5778.0,80,2024-03-30,1,4,3,5,12,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
27255.8648,8193.0,87,2024-06-28,2,4,4,4,12,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
19733.772100000002,4290.0,78,2024-09-30,0,4,3,5,12,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
21522.6699,3571.0,69,2024-12-26,5,4,3,3,10,Cliente Regular,Farmacia Elena Gracia,GRUPO Mirar Refugio
38622.2261,9514.0,110,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
23359.4036,4549.0,67,2025-06-30,0,4,3,5,12,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
19288.3979,3169.0,86,2025-09-29,1,4,4,5,13,Cliente Leal,Farmacia Elena Gracia,GRUPO Mirar Refugio
17129.6437,2350.0,54,2025-12-28,3,4,3,3,10,Cliente Regular,Farmacia Elena Gracia,GRUPO Mirar Refugio
12405.6802,2882.0,129,2023-03-31,0,4,4,5,13,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
13544.0232,2647.0,132,2023-06-23,7,4,4,3,11,Cliente Regular,Farmacia Alicia Gema,GRUPO Gema Cuidar
13868.997,2681.0,125,2023-09-29,1,4,4,5,13,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
13968.4443,2789.0,183,2023-12-27,4,4,5,3,12,Cliente Regular,Farmacia Alicia Gema,GRUPO Gema Cuidar
13237.8226,2569.0,137,2024-03-27,4,4,4,3,11,Cliente Regular,Farmacia Alicia Gema,GRUPO Gema Cuidar
14530.7554,2611.0,140,2024-06-27,3,4,4,3,11,Cliente Regular,Farmacia Alicia Gema,GRUPO Gema Cuidar
10844.1225,1886.0,96,2024-09-27,3,4,4,3,11,Cliente Regular,Farmacia Alicia Gema,GRUPO Gema Cuidar
13446.8254,2356.0,112,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
11042.4697,2161.0,151,2025-03-31,0,4,5,5,14,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
11594.2094,2373.0,165,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
10194.9691,1658.0,156,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
10775.0928,1698.0,161,2025-12-30,1,4,5,5,14,Cliente Leal,Farmacia Alicia Gema,GRUPO Gema Cuidar
1114.8833,242.0,46,2023-03-29,2,2,3,4,9,Cliente en Riesgo,,
621.5621,81.0,16,2023-06-28,2,1,1,4,6,Cliente en Riesgo,,
833.9214999999999,139.0,23,2023-07-19,73,1,2,1,4,Cliente en Riesgo,,
1154.9569999999999,210.0,43,2023-12-29,2,2,3,4,9,Cliente en Riesgo,,
2163.0026,381.0,90,2024-03-31,0,2,4,5,11,Cliente Leal,,
3796.9498,592.0,125,2024-06-30,0,2,4,5,11,Cliente Leal,,
3060.8652,421.0,80,2024-09-26,4,2,3,3,8,Cliente en Riesgo,,
4430.1798,624.0,125,2024-12-31,0,2,4,5,11,Cliente Leal,,
15931.457699999999,2004.0,234,2025-03-31,0,4,5,5,14,Cliente Leal,,
26874.0682,3361.0,228,2025-06-30,0,4,5,5,14,Cliente Leal,,
2817.2087,366.0,16,2025-08-29,32,2,1,1,4,Cliente en Riesgo,,
1539.6212,143.0,20,2025-11-27,34,2,1,1,4,Cliente en Riesgo,,
2684.4965,430.0,41,2023-03-30,1,2,3,5,10,Cliente Leal,,
8530.3019,1244.0,111,2023-06-27,3,3,4,3,10,Cliente Regular,,
22773.942900000002,3825.0,119,2023-09-29,1,4,4,5,13,Cliente Leal,,
8085.981,1263.0,98,2023-12-26,5,3,4,3,10,Cliente Regular,,
6717.6458999999995,957.0,75,2024-03-26,5,3,3,3,9,Cliente Regular,,
5981.9030999999995,751.0,66,2024-06-26,4,3,3,3,9,Cliente Regular,,
7385.5049,941.0,88,2024-09-30,0,3,4,5,12,Cliente Leal,,
14368.399,2426.0,104,2024-12-27,4,4,4,3,11,Cliente Regular,,
3612.4293,362.0,62,2025-03-31,0,2,3,5,10,Cliente Leal,,
6332.9462,2290.0,101,2025-06-26,4,3,4,3,10,Cliente Regular,,
3716.1599,556.0,54,2025-09-18,12,2,3,2,7,Cliente en Riesgo,,
10492.2346,2075.0,77,2025-12-26,5,4,3,3,10,Cliente Regular,,
1459.8913,251.0,27,2023-03-24,7,2,2,3,7,Cliente en Riesgo,,
2270.5251,649.0,20,2023-06-28,2,2,1,4,7,Cliente en Riesgo,,
4187.8796,1983.0,49,2023-09-27,3,2,3,3,8,Cliente en Riesgo,,
4418.9517000000005,4557.0,54,2023-12-29,2,2,3,4,9,Cliente en Riesgo,,
7392.0319,2858.0,43,2024-03-14,17,3,3,2,8,Cliente Regular,,
18517.2392,4797.0,55,2024-06-10,20,4,3,2,9,Cliente Regular,,
20280.8139,4898.0,55,2024-09-10,20,4,3,2,9,Cliente Regular,,
1634.1295,323.0,23,2024-12-30,1,2,2,5,9,Cliente en Riesgo,,
27762.0969,9685.0,244,2025-03-31,0,4,5,5,14,Cliente Leal,,
22516.341,5861.0,180,2025-06-30,0,4,5,5,14,Cliente Leal,,
14814.5033,4369.0,122,2025-09-30,0,4,4,5,13,Cliente Leal,,
11706.6969,2560.0,151,2025-12-30,1,4,5,5,14,Cliente Leal,,
2863.82,706.0,64,2023-03-31,0,2,3,5,10,Cliente Leal,Farmacia Lucas Gracia,GRUPO Sueño Tierra
2450.7015,764.0,85,2023-06-26,4,2,4,3,9,Cliente Regular,Farmacia Lucas Gracia,GRUPO Sueño Tierra
1960.8634,553.0,61,2023-09-30,0,2,3,5,10,Cliente Leal,Farmacia Lucas Gracia,GRUPO Sueño Tierra
4665.8031,1648.0,112,2023-12-28,3,2,4,3,9,Cliente Regular,Farmacia Lucas Gracia,GRUPO Sueño Tierra
3767.9592000000002,1421.0,88,2024-03-26,5,2,4,3,9,Cliente Regular,Farmacia Lucas Gracia,GRUPO Sueño Tierra
8376.3638,2255.0,176,2024-06-27,3,3,5,3,11,Cliente Regular,Farmacia Lucas Gracia,GRUPO Sueño Tierra
12069.6787,2789.0,240,2024-09-30,0,4,5,5,14,Cliente Leal,Farmacia Lucas Gracia,GRUPO Sueño Tierra
16879.2889,4827.0,265,2024-12-28,3,4,5,3,12,Cliente Regular,Farmacia Lucas Gracia,GRUPO Sueño Tierra
16236.3891,5165.0,364,2025-03-31,0,4,5,5,14,Cliente Leal,Farmacia Lucas Gracia,GRUPO Sueño Tierra
15519.6859,4853.0,345,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Lucas Gracia,GRUPO Sueño Tierra
16637.2688,4613.0,355,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Lucas Gracia,GRUPO Sueño Tierra
15239.1133,4491.0,300,2025-12-28,3,4,5,3,12,Cliente Regular,Farmacia Lucas Gracia,GRUPO Sueño Tierra
1265.1707999999999,511.0,13,2023-03-30,1,2,1,5,8,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
1388.8343,487.0,13,2023-05-18,43,2,1,1,4,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
487.2899,158.0,7,2023-09-18,12,1,1,2,4,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
1903.2909,515.0,23,2023-12-28,3,2,2,3,7,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
3871.503,981.0,32,2024-03-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
3812.98,821.0,20,2024-05-31,30,2,1,2,5,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
632.4285,93.0,2,2024-08-29,32,1,1,1,3,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
1750.5187,346.0,10,2024-12-27,4,2,1,3,6,Cliente en Riesgo,Farmacia Iván Vivir,GRUPO Rocío Vigor
12810.5151,2767.0,56,2025-03-27,4,4,3,3,10,Cliente Regular,Farmacia Iván Vivir,GRUPO Rocío Vigor
8726.0395,1755.0,45,2025-06-20,10,3,3,2,8,Cliente Regular,Farmacia Iván Vivir,GRUPO Rocío Vigor
8174.3896,1617.0,48,2025-09-29,1,3,3,5,11,Cliente Leal,Farmacia Iván Vivir,GRUPO Rocío Vigor
15011.1645,2924.0,74,2025-12-26,5,4,3,3,10,Cliente Regular,Farmacia Iván Vivir,GRUPO Rocío Vigor
2176.0447,506.0,30,2023-03-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Begoña Alma,GRUPO Mar Paz
701.9287,162.0,16,2023-06-27,3,1,1,3,5,Cliente en Riesgo,Farmacia Begoña Alma,GRUPO Mar Paz
592.0846,142.0,12,2023-09-22,8,1,1,2,4,Cliente en Riesgo,Farmacia Begoña Alma,GRUPO Mar Paz
1231.684,269.0,21,2023-12-28,3,2,2,3,7,Cliente en Riesgo,Farmacia Begoña Alma,GRUPO Mar Paz
6706.9231,5871.0,29,2024-03-31,0,3,2,5,10,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
2765.7522,567.0,33,2024-06-25,5,2,2,3,7,Cliente en Riesgo,Farmacia Begoña Alma,GRUPO Mar Paz
19327.3852,11804.0,89,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
13943.0292,2339.0,103,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
17918.0157,8126.0,141,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
12318.3421,3937.0,99,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
8340.5383,1711.0,77,2025-09-30,0,3,3,5,11,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
15197.2904,3633.0,98,2025-12-30,1,4,4,5,13,Cliente Leal,Farmacia Begoña Alma,GRUPO Mar Paz
6223.5728,1761.0,104,2023-03-31,0,3,4,5,12,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
23719.730199999998,6002.0,275,2023-06-30,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
27242.3517,6333.0,217,2023-09-30,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
20994.179,5363.0,175,2023-12-31,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
24778.0196,6591.0,192,2024-03-30,1,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
47419.9022,13794.0,168,2024-06-30,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
54551.5845,14914.0,181,2024-09-30,0,5,5,5,15,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
44601.9235,11434.0,141,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
40036.8346,12779.0,218,2025-03-31,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
41144.9541,12994.0,200,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
28226.6555,9095.0,208,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
35287.4745,9947.0,150,2025-12-30,1,4,4,5,13,Cliente Leal,Farmacia Ángela Sentir,GRUPO Vivir Perla
12380.3033,2621.0,37,2023-03-26,5,4,2,3,9,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
9941.912,7486.0,28,2023-06-30,0,3,2,5,10,Cliente Leal,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
10009.0682,2650.0,27,2023-09-06,24,4,2,2,8,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
3167.4372,979.0,15,2023-12-22,9,2,1,2,5,Cliente en Riesgo,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
16820.9674,7310.0,31,2024-03-27,4,4,2,3,9,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
17999.2906,8425.0,29,2024-05-31,30,4,2,2,8,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
13326.2467,1274.0,24,2024-09-26,4,4,2,3,9,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
33220.2678,4821.0,66,2024-12-27,4,4,3,3,10,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
77277.2147,25661.0,84,2025-03-26,5,5,4,3,12,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
64369.1702,38026.0,44,2025-06-17,13,5,3,2,10,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
84962.7914,13905.0,67,2025-09-25,5,5,3,3,11,Cliente Regular,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
157222.093,26937.0,111,2025-12-29,2,5,4,4,13,Cliente Leal,Farmacia Marcos Cumbre,GRUPO Raíz Resurgir
4119.0367,644.0,12,2023-03-21,10,2,1,2,5,Cliente en Riesgo,Farmacia Damián Paz,GRUPO Velo Armonía
3652.0893,437.0,30,2023-06-30,0,2,2,5,9,Cliente en Riesgo,Farmacia Damián Paz,GRUPO Velo Armonía
15395.797700000001,3199.0,68,2023-09-29,1,4,3,5,12,Cliente Leal,Farmacia Damián Paz,GRUPO Velo Armonía
7697.7178,2037.0,50,2023-12-26,5,3,3,3,9,Cliente Regular,Farmacia Damián Paz,GRUPO Velo Armonía
8993.504500000001,2459.0,45,2024-03-18,13,3,3,2,8,Cliente Regular,Farmacia Damián Paz,GRUPO Velo Armonía
17064.1244,2630.0,60,2024-06-28,2,4,3,4,11,Cliente Leal,Farmacia Damián Paz,GRUPO Velo Armonía
18246.4124,2688.0,61,2024-09-24,6,4,3,3,10,Cliente Regular,Farmacia Damián Paz,GRUPO Velo Armonía
22374.9006,3768.0,72,2024-12-30,1,4,3,5,12,Cliente Leal,Farmacia Damián Paz,GRUPO Velo Armonía
25317.1887,5165.0,115,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Damián Paz,GRUPO Velo Armonía
26449.9947,5222.0,121,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Damián Paz,GRUPO Velo Armonía
18813.258,2588.0,77,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Damián Paz,GRUPO Velo Armonía
8962.0458,888.0,36,2025-12-22,9,3,2,2,7,Cliente en Riesgo,Farmacia Damián Paz,GRUPO Velo Armonía
21371.3817,4247.0,118,2023-03-31,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
29129.6628,3861.0,139,2023-06-29,1,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
30142.2652,4489.0,124,2023-09-30,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
9507.1236,1606.0,52,2023-12-27,4,3,3,3,9,Cliente Regular,Farmacia Pilar Despertar,GRUPO Sereno Ruta
35833.3086,5587.0,140,2024-03-31,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
37812.518,4787.0,91,2024-06-27,3,4,4,3,11,Cliente Regular,Farmacia Pilar Despertar,GRUPO Sereno Ruta
34734.4489,3694.0,104,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
34689.887,4148.0,96,2024-12-28,3,4,4,3,11,Cliente Regular,Farmacia Pilar Despertar,GRUPO Sereno Ruta
33590.2761,4400.0,137,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
29531.9476,3479.0,115,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
26840.5946,2682.0,130,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
20483.4796,2071.0,93,2025-12-29,2,4,4,4,12,Cliente Leal,Farmacia Pilar Despertar,GRUPO Sereno Ruta
1289.0087,329.0,15,2023-03-09,22,2,1,2,5,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
1368.2023,215.0,4,2023-06-29,1,2,1,5,8,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
1162.888,287.0,13,2023-09-30,0,2,1,5,8,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
547.5286,95.0,7,2023-12-15,16,1,1,2,4,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
930.4956999999999,134.0,10,2024-03-27,4,1,1,3,5,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
8888.6662,1151.0,21,2024-06-28,2,3,2,4,9,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
10170.4263,1782.0,37,2024-09-30,0,4,2,5,11,Cliente Leal,Farmacia Mónica Nieve,GRUPO Vida Aura
2573.4656,550.0,16,2024-12-19,12,2,1,2,5,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
11356.62,6000.0,39,2025-03-28,3,4,2,3,9,Cliente Regular,Farmacia Mónica Nieve,GRUPO Vida Aura
3366.0629,771.0,37,2025-06-25,5,2,2,3,7,Cliente en Riesgo,Farmacia Mónica Nieve,GRUPO Vida Aura
10400.0851,1412.0,42,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Mónica Nieve,GRUPO Vida Aura
12383.4158,3863.0,60,2025-12-29,2,4,3,4,11,Cliente Leal,Farmacia Mónica Nieve,GRUPO Vida Aura
1700.5826,398.0,75,2023-03-31,0,2,3,5,10,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
3036.2221,804.0,153,2023-06-30,0,2,5,5,12,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
3404.7787,1097.0,153,2023-09-29,1,2,5,5,12,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
4565.4769,1510.0,186,2023-12-30,1,2,5,5,12,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
5951.6704,1873.0,227,2024-03-31,0,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
8262.5406,2147.0,174,2024-06-30,0,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
5744.0932,1793.0,206,2024-09-30,0,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
9399.4693,2447.0,215,2024-12-30,1,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
5625.5094,1860.0,209,2025-03-31,0,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
6699.3598,1862.0,237,2025-06-30,0,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
5070.8902,1484.0,221,2025-09-29,1,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
7268.0603,1943.0,197,2025-12-31,0,3,5,5,13,Cliente Leal,Farmacia Diego Florecer,GRUPO Velo Sereno
1707.4784000000002,224.0,4,2023-09-27,3,2,1,3,6,Cliente en Riesgo,,
13128.2017,2205.0,31,2023-11-13,48,4,2,1,7,Cliente Regular,,
13952.8616,2815.0,21,2024-03-19,12,4,2,2,8,Cliente Regular,,
62753.412299999996,11051.0,43,2024-06-24,6,5,3,3,11,Cliente Regular,,
97219.18209999999,19238.0,81,2024-09-27,3,5,4,3,12,Cliente Regular,,
187664.76619999998,41511.0,89,2024-12-20,11,5,4,2,11,Cliente Regular,,
124502.8381,31216.0,101,2025-03-28,3,5,4,3,12,Cliente Regular,,
167689.762,31856.0,88,2025-06-26,4,5,4,3,12,Cliente Regular,,
157227.5932,25738.0,120,2025-09-30,0,5,4,5,14,Cliente Leal,,
148659.3676,25044.0,117,2025-12-30,1,5,4,5,14,Cliente Leal,,
29672.319499999998,8758.0,38,2024-06-30,0,4,2,5,11,Cliente Leal,Farmacia Sonia Aliento,GRUPO Amparo Aura
6909.2594,3097.0,18,2024-09-20,10,3,1,2,6,Cliente en Riesgo,Farmacia Sonia Aliento,GRUPO Amparo Aura
7379.6393,1279.0,12,2024-11-07,54,3,1,1,5,Cliente en Riesgo,Farmacia Sonia Aliento,GRUPO Amparo Aura
35025.5822,21118.0,81,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Sonia Aliento,GRUPO Amparo Aura
20574.9521,12555.0,43,2025-06-30,0,4,3,5,12,Cliente Leal,Farmacia Sonia Aliento,GRUPO Amparo Aura
20218.5424,3935.0,56,2025-09-26,4,4,3,3,10,Cliente Regular,Farmacia Sonia Aliento,GRUPO Amparo Aura
13110.650300000001,5240.0,39,2025-12-03,28,4,2,2,8,Cliente Regular,Farmacia Sonia Aliento,GRUPO Amparo Aura
1570.235,352.0,13,2023-03-31,0,2,1,5,8,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
2763.6099999999997,440.0,10,2023-06-13,17,2,1,2,5,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
8645.232399999999,1583.0,29,2023-09-26,4,3,2,3,8,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
3721.626,659.0,18,2023-12-27,4,2,1,3,6,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
2043.0506,334.0,11,2024-02-19,41,2,1,1,4,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
4395.4803,738.0,7,2024-05-30,31,2,1,1,4,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
1381.8134,139.0,3,2024-08-25,36,2,1,1,4,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
4620.9573,558.0,5,2024-12-15,16,2,1,2,5,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
5802.229300000001,862.0,6,2025-03-21,10,3,1,2,6,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
28580.7823,27211.0,7,2025-05-26,35,4,1,1,6,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
9469.6332,9818.0,3,2025-09-12,18,3,1,2,6,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
40940.8594,63287.0,15,2025-12-17,14,4,1,2,7,Cliente en Riesgo,Farmacia Inés Valle,GRUPO Fortaleza Velo
1591.7213,688.0,59,2023-03-31,0,2,3,5,10,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
3534.8082,1187.0,90,2023-06-30,0,2,4,5,11,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
2507.4901,939.0,89,2023-09-30,0,2,4,5,11,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
4053.1951,1458.0,96,2023-12-30,1,2,4,5,11,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
4056.226,1414.0,98,2024-03-31,0,2,4,5,11,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
5307.7509,1407.0,124,2024-06-30,0,3,4,5,12,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
5272.6951,902.0,105,2024-09-30,0,3,4,5,12,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
7302.1625,1200.0,106,2024-12-30,1,3,4,5,12,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
5905.8901,1704.0,117,2025-03-31,0,3,4,5,12,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
7372.92,1790.0,124,2025-06-29,1,3,4,5,12,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
5069.8931,3351.0,103,2025-09-30,0,3,4,5,12,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
5019.9368,1716.0,88,2025-12-29,2,3,4,4,11,Cliente Leal,Farmacia Natalia Vergel,GRUPO Aliento Sanar
3127.8045,1514.0,54,2023-03-29,2,2,3,4,9,Cliente en Riesgo,Farmacia Rafael Nobleza,GRUPO Aliento Sanar
5701.865,2546.0,107,2023-06-30,0,3,4,5,12,Cliente Leal,Farmacia Rafael Nobleza,GRUPO Aliento Sanar
